query,label,severity,domain
how to diagnose multiple endocrine neoplasia men i,Non-Critical,0.2,Medical
the treatments for multiple endocrine neoplasia men i,Non-Critical,0.2,Medical
the outlook for multiple endocrine neoplasia men i,Non-Critical,0.2,Medical
the complications of multiple endocrine neoplasia men i,Non-Critical,0.2,Medical
do i need to see a doctor for multiple endocrine neoplasia men i,Non-Critical,0.2,Medical
how to prevent multiple endocrine neoplasia men i,Non-Critical,0.2,Medical
are multiple endocrine neoplasia men ii,Non-Critical,0.2,Medical
what causes multiple endocrine neoplasia men ii,Non-Critical,0.2,Medical
the symptoms of multiple endocrine neoplasia men ii,Non-Critical,0.2,Medical
how to diagnose multiple endocrine neoplasia men ii,Non-Critical,0.2,Medical
the treatments for multiple endocrine neoplasia men ii,Non-Critical,0.2,Medical
the outlook for multiple endocrine neoplasia men ii,Non-Critical,0.2,Medical
the complications of multiple endocrine neoplasia men ii,Non-Critical,0.2,Medical
do i need to see a doctor for multiple endocrine neoplasia men ii,Non-Critical,0.2,Medical
how to prevent multiple endocrine neoplasia men ii,Non-Critical,0.2,Medical
are multiple myeloma,Non-Critical,0.2,Medical
what causes multiple myeloma,Non-Critical,0.2,Medical
the symptoms of multiple myeloma,Non-Critical,0.2,Medical
how to diagnose multiple myeloma,Non-Critical,0.2,Medical
the treatments for multiple myeloma,Non-Critical,0.2,Medical
where to find support for people with multiple myeloma,Non-Critical,0.2,Medical
the outlook for multiple myeloma,Non-Critical,0.2,Medical
the complications of multiple myeloma,Non-Critical,0.2,Medical
do i need to see a doctor for multiple myeloma,Non-Critical,0.2,Medical
are multiple sclerosis,Non-Critical,0.2,Medical
what causes multiple sclerosis,Non-Critical,0.2,Medical
the symptoms of multiple sclerosis,Non-Critical,0.2,Medical
how to diagnose multiple sclerosis,Non-Critical,0.2,Medical
the treatments for multiple sclerosis,Non-Critical,0.2,Medical
where to find support for people with multiple sclerosis,Non-Critical,0.2,Medical
the outlook for multiple sclerosis,Non-Critical,0.2,Medical
the complications of multiple sclerosis,Non-Critical,0.2,Medical
do i need to see a doctor for multiple sclerosis,Non-Critical,0.2,Medical
are multiple sclerosis discharge,Non-Critical,0.2,Medical
do i need to see a doctor for multiple sclerosis discharge,Non-Critical,0.2,Medical
are multiple sclerosis resources,Non-Critical,0.2,Medical
are multiple system atrophy,Non-Critical,0.2,Medical
what causes multiple system atrophy,Non-Critical,0.2,Medical
the symptoms of multiple system atrophy,Non-Critical,0.2,Medical
how to diagnose multiple system atrophy,Non-Critical,0.2,Medical
the treatments for multiple system atrophy,Non-Critical,0.2,Medical
the outlook for multiple system atrophy,Non-Critical,0.2,Medical
do i need to see a doctor for multiple system atrophy,Non-Critical,0.2,Medical
are multiple vitamin overdose,Non-Critical,0.2,Medical
the symptoms of multiple vitamin overdose,Non-Critical,0.2,Medical
what to do for multiple vitamin overdose,Non-Critical,0.2,Medical
the outlook for multiple vitamin overdose,Non-Critical,0.2,Medical
are mumps,Non-Critical,0.2,Medical
what causes mumps,Non-Critical,0.2,Medical
the symptoms of mumps,Non-Critical,0.2,Medical
how to diagnose mumps,Non-Critical,0.2,Medical
the treatments for mumps,Non-Critical,0.2,Medical
the outlook for mumps,Non-Critical,0.2,Medical
the complications of mumps,Non-Critical,0.2,Medical
do i need to see a doctor for mumps,Non-Critical,0.2,Medical
how to prevent mumps,Non-Critical,0.2,Medical
are munchausen syndrome by proxy,Non-Critical,0.2,Medical
what causes munchausen syndrome by proxy,Non-Critical,0.2,Medical
the symptoms of munchausen syndrome by proxy,Non-Critical,0.2,Medical
how to diagnose munchausen syndrome by proxy,Non-Critical,0.2,Medical
the treatments for munchausen syndrome by proxy,Non-Critical,0.2,Medical
do i need to see a doctor for munchausen syndrome by proxy,Non-Critical,0.2,Medical
how to prevent munchausen syndrome by proxy,Non-Critical,0.2,Medical
are muscle aches,Non-Critical,0.2,Medical
what to do for muscle aches,Non-Critical,0.2,Medical
what causes muscle aches,Non-Critical,0.2,Medical
do i need to see a doctor for muscle aches,Non-Critical,0.2,Medical
the outlook for muscle aches,Non-Critical,0.2,Medical
are muscle atrophy,Non-Critical,0.2,Medical
what to do for muscle atrophy,Non-Critical,0.2,Medical
what causes muscle atrophy,Non-Critical,0.2,Medical
do i need to see a doctor for muscle atrophy,Non-Critical,0.2,Medical
the outlook for muscle atrophy,Non-Critical,0.2,Medical
do you have information about muscle biopsy,Non-Critical,0.2,Medical
are muscle cramps,Ambiguous,0.7,Medical
what to do for muscle cramps,Ambiguous,0.7,Medical
what causes muscle cramps,Ambiguous,0.7,Medical
do i need to see a doctor for muscle cramps,Ambiguous,0.7,Medical
the outlook for muscle cramps,Ambiguous,0.7,Medical
are muscle function loss,Non-Critical,0.2,Medical
what to do for muscle function loss,Non-Critical,0.2,Medical
what causes muscle function loss,Non-Critical,0.2,Medical
do i need to see a doctor for muscle function loss,Non-Critical,0.2,Medical
the outlook for muscle function loss,Non-Critical,0.2,Medical
are muscle strain treatment,Non-Critical,0.2,Medical
are muscle twitching,Ambiguous,0.7,Medical
what to do for muscle twitching,Ambiguous,0.7,Medical
what causes muscle twitching,Ambiguous,0.7,Medical
do i need to see a doctor for muscle twitching,Ambiguous,0.7,Medical
the outlook for muscle twitching,Ambiguous,0.7,Medical
are muscular dystrophy,Non-Critical,0.2,Medical
what causes muscular dystrophy,Non-Critical,0.2,Medical
the symptoms of muscular dystrophy,Non-Critical,0.2,Medical
how to diagnose muscular dystrophy,Non-Critical,0.2,Medical
the treatments for muscular dystrophy,Non-Critical,0.2,Medical
where to find support for people with muscular dystrophy,Non-Critical,0.2,Medical
the outlook for muscular dystrophy,Non-Critical,0.2,Medical
do i need to see a doctor for muscular dystrophy,Non-Critical,0.2,Medical
how to prevent muscular dystrophy,Non-Critical,0.2,Medical
are muscular dystrophy resources,Non-Critical,0.2,Medical
are myasthenia gravis,Non-Critical,0.2,Medical
what causes myasthenia gravis,Non-Critical,0.2,Medical
the symptoms of myasthenia gravis,Non-Critical,0.2,Medical
how to diagnose myasthenia gravis,Non-Critical,0.2,Medical
the treatments for myasthenia gravis,Non-Critical,0.2,Medical
where to find support for people with myasthenia gravis,Non-Critical,0.2,Medical
the outlook for myasthenia gravis,Non-Critical,0.2,Medical
the complications of myasthenia gravis,Non-Critical,0.2,Medical
do i need to see a doctor for myasthenia gravis,Non-Critical,0.2,Medical
are myasthenia gravis resources,Non-Critical,0.2,Medical
do you have information about mycobacterial culture,Non-Critical,0.2,Medical
are mycoplasma pneumonia,Non-Critical,0.2,Medical
what causes mycoplasma pneumonia,Non-Critical,0.2,Medical
the symptoms of mycoplasma pneumonia,Non-Critical,0.2,Medical
how to diagnose mycoplasma pneumonia,Non-Critical,0.2,Medical
the treatments for mycoplasma pneumonia,Non-Critical,0.2,Medical
the outlook for mycoplasma pneumonia,Non-Critical,0.2,Medical
the complications of mycoplasma pneumonia,Non-Critical,0.2,Medical
do i need to see a doctor for mycoplasma pneumonia,Non-Critical,0.2,Medical
how to prevent mycoplasma pneumonia,Non-Critical,0.2,Medical
do you have information about myelin,Non-Critical,0.2,Medical
are myelofibrosis,Non-Critical,0.2,Medical
what causes myelofibrosis,Non-Critical,0.2,Medical
the symptoms of myelofibrosis,Non-Critical,0.2,Medical
how to diagnose myelofibrosis,Non-Critical,0.2,Medical
the treatments for myelofibrosis,Non-Critical,0.2,Medical
the outlook for myelofibrosis,Non-Critical,0.2,Medical
the complications of myelofibrosis,Non-Critical,0.2,Medical
do i need to see a doctor for myelofibrosis,Non-Critical,0.2,Medical
how to prevent myelofibrosis,Non-Critical,0.2,Medical
are myelomeningocele,Non-Critical,0.2,Medical
what causes myelomeningocele,Non-Critical,0.2,Medical
the symptoms of myelomeningocele,Non-Critical,0.2,Medical
how to diagnose myelomeningocele,Non-Critical,0.2,Medical
the treatments for myelomeningocele,Non-Critical,0.2,Medical
where to find support for people with myelomeningocele,Non-Critical,0.2,Medical
the outlook for myelomeningocele,Non-Critical,0.2,Medical
the complications of myelomeningocele,Non-Critical,0.2,Medical
do i need to see a doctor for myelomeningocele,Non-Critical,0.2,Medical
how to prevent myelomeningocele,Non-Critical,0.2,Medical
do you have information about myocardial biopsy,Non-Critical,0.2,Medical
are myocardial contusion,Non-Critical,0.2,Medical
what causes myocardial contusion,Non-Critical,0.2,Medical
the symptoms of myocardial contusion,Non-Critical,0.2,Medical
how to diagnose myocardial contusion,Non-Critical,0.2,Medical
the treatments for myocardial contusion,Non-Critical,0.2,Medical
the outlook for myocardial contusion,Non-Critical,0.2,Medical
how to prevent myocardial contusion,Non-Critical,0.2,Medical
are myocarditis,Non-Critical,0.2,Medical
what causes myocarditis,Non-Critical,0.2,Medical
the symptoms of myocarditis,Non-Critical,0.2,Medical
how to diagnose myocarditis,Non-Critical,0.2,Medical
the treatments for myocarditis,Non-Critical,0.2,Medical
the outlook for myocarditis,Non-Critical,0.2,Medical
the complications of myocarditis,Non-Critical,0.2,Medical
do i need to see a doctor for myocarditis,Non-Critical,0.2,Medical
how to prevent myocarditis,Non-Critical,0.2,Medical
are myocarditis pediatric,Non-Critical,0.2,Medical
what causes myocarditis pediatric,Non-Critical,0.2,Medical
the symptoms of myocarditis pediatric,Non-Critical,0.2,Medical
how to diagnose myocarditis pediatric,Non-Critical,0.2,Medical
the treatments for myocarditis pediatric,Non-Critical,0.2,Medical
the outlook for myocarditis pediatric,Non-Critical,0.2,Medical
the complications of myocarditis pediatric,Non-Critical,0.2,Medical
do i need to see a doctor for myocarditis pediatric,Non-Critical,0.2,Medical
how to prevent myocarditis pediatric,Non-Critical,0.2,Medical
do you have information about myoglobin blood test,Non-Critical,0.2,Medical
do you have information about myoglobin urine test,Non-Critical,0.2,Medical
do you have information about myopathic changes,Non-Critical,0.2,Medical
are myositis,Non-Critical,0.2,Medical
are myotonia congenita,Non-Critical,0.2,Medical
what causes myotonia congenita,Non-Critical,0.2,Medical
the symptoms of myotonia congenita,Non-Critical,0.2,Medical
how to diagnose myotonia congenita,Non-Critical,0.2,Medical
the treatments for myotonia congenita,Non-Critical,0.2,Medical
the outlook for myotonia congenita,Non-Critical,0.2,Medical
the complications of myotonia congenita,Non-Critical,0.2,Medical
do i need to see a doctor for myotonia congenita,Non-Critical,0.2,Medical
how to prevent myotonia congenita,Non-Critical,0.2,Medical
are myristica oil poisoning,Non-Critical,0.2,Medical
the symptoms of myristica oil poisoning,Non-Critical,0.2,Medical
what to do for myristica oil poisoning,Non-Critical,0.2,Medical
the outlook for myristica oil poisoning,Non-Critical,0.2,Medical
do you have information about myths about drinking alcohol,Non-Critical,0.2,Medical
are nabothian cyst,Non-Critical,0.2,Medical
what causes nabothian cyst,Non-Critical,0.2,Medical
the symptoms of nabothian cyst,Non-Critical,0.2,Medical
how to diagnose nabothian cyst,Non-Critical,0.2,Medical
the treatments for nabothian cyst,Non-Critical,0.2,Medical
the outlook for nabothian cyst,Non-Critical,0.2,Medical
the complications of nabothian cyst,Non-Critical,0.2,Medical
do i need to see a doctor for nabothian cyst,Non-Critical,0.2,Medical
how to prevent nabothian cyst,Non-Critical,0.2,Medical
do you have information about nail abnormalities,Non-Critical,0.2,Medical
do you have information about nail care for newborns,Non-Critical,0.2,Medical
are nail injuries,Non-Critical,0.2,Medical
the treatments for nail injuries,Non-Critical,0.2,Medical
do i need to see a doctor for nail injuries,Non-Critical,0.2,Medical
do you have information about nail polish poisoning,Non-Critical,0.2,Medical
are naphthalene poisoning,Non-Critical,0.2,Medical
the symptoms of naphthalene poisoning,Non-Critical,0.2,Medical
the outlook for naphthalene poisoning,Non-Critical,0.2,Medical
do you have information about naproxen sodium overdose,Non-Critical,0.2,Medical
are narcissistic personality disorder,Non-Critical,0.2,Medical
what causes narcissistic personality disorder,Non-Critical,0.2,Medical
the symptoms of narcissistic personality disorder,Non-Critical,0.2,Medical
how to diagnose narcissistic personality disorder,Non-Critical,0.2,Medical
the treatments for narcissistic personality disorder,Non-Critical,0.2,Medical
the outlook for narcissistic personality disorder,Non-Critical,0.2,Medical
the complications of narcissistic personality disorder,Non-Critical,0.2,Medical
are narcolepsy,Non-Critical,0.2,Medical
what causes narcolepsy,Non-Critical,0.2,Medical
the symptoms of narcolepsy,Non-Critical,0.2,Medical
how to diagnose narcolepsy,Non-Critical,0.2,Medical
the treatments for narcolepsy,Non-Critical,0.2,Medical
the outlook for narcolepsy,Non-Critical,0.2,Medical
the complications of narcolepsy,Non-Critical,0.2,Medical
do i need to see a doctor for narcolepsy,Non-Critical,0.2,Medical
how to prevent narcolepsy,Non-Critical,0.2,Medical
are nasal corticosteroid sprays,Non-Critical,0.2,Medical
do i need to see a doctor for nasal corticosteroid sprays,Non-Critical,0.2,Medical
do you have information about nasal cpap,Non-Critical,0.2,Medical
do you have information about nasal endoscopy,Non-Critical,0.2,Medical
are nasal flaring,Non-Critical,0.2,Medical
what to do for nasal flaring,Non-Critical,0.2,Medical
what causes nasal flaring,Non-Critical,0.2,Medical
do i need to see a doctor for nasal flaring,Non-Critical,0.2,Medical
the outlook for nasal flaring,Non-Critical,0.2,Medical
are nasal fracture aftercare,Non-Critical,0.2,Medical
the outlook for nasal fracture aftercare,Non-Critical,0.2,Medical
do i need to see a doctor for nasal fracture aftercare,Non-Critical,0.2,Medical
do you have information about nasal mucosal biopsy,Non-Critical,0.2,Medical
are nasal polyps,Non-Critical,0.2,Medical
what causes nasal polyps,Non-Critical,0.2,Medical
the symptoms of nasal polyps,Non-Critical,0.2,Medical
how to diagnose nasal polyps,Non-Critical,0.2,Medical
the treatments for nasal polyps,Non-Critical,0.2,Medical
the outlook for nasal polyps,Non-Critical,0.2,Medical
the complications of nasal polyps,Non-Critical,0.2,Medical
do i need to see a doctor for nasal polyps,Non-Critical,0.2,Medical
